language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,2,3.76,"Kai sat quite still, stiff and cold.
Then little Gerda wept hot tears, which fell on his breast, and penetrated into his heart, and thawed the lump of ice, and washed away the little piece of glass which had stuck there. Then he looked at her, and she sang--
""Roses bloom and cease to be,
But we shall the Christ-child see.""
(from The Snow Queen)
Hans Christian Andersen's literary classic tale with digitally remastered illustrations by the golden age artists
[Featuring Arthur Rackham, Dugald Stewart Walker, Edmund Dulac, Harry Clarke, Honor Appleton, Kay Nielsen, Margaret Tarrant, Maxwell Armfield, Margaret Tarrant, William Heath Robinson, and more.]
Hans Christian Andersen will take you back to your childhood.","[{'author_id': '4154809', 'role': 'Translator'}, {'author_id': '6378', 'role': ''}, {'author_id': '6433989', 'role': 'Illustrator'}]",,22055317,27,2535765,"The Snow Queen (Hans Christian Andersen, Digitally Remastered HD Book 2)","The Snow Queen (Hans Christian Andersen, Digitally Remastered HD Book 2)",,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,12,3.65,"It's field-trip day for Miss Mingo's multispecies class -- but will each animal find a way to weather the weather on the path up to the observatory?
It's a spring morning, and Miss Mingo and her class are ready to hike up High Hill to visit the weather station. Groundhog, the new student, predicts that the weather will be perfect. But as the animals climb, the temperature does too, and Panda seeks a shady spot while Hippo starts sweating red (it's normal, not blood!). And that's just the beginning! From hail and swirling winds to pouring rain and a sudden chill, everyone from Ant to Alligator is learning about some crazy atmospheric changes. Sprinkled with fascinating facts about weather and animal habits, this charming, one-of-a-kind class trip is sure to bring sunny smiles.","[{'author_id': '207125', 'role': ''}]",2012.0,12908546,48,18063236,Miss Mingo Weathers the Storm,Miss Mingo Weathers the Storm,0763649317,9780763649319,https://images.gr-assets.com/books/1333579071m/12908546.jpg
eng,4,3.86,"Hiccup Horrendous Haddock III is a truly extraordinary Viking hero known throughout Vikingdom as ""the Dragon Whisperer"" ... but it wasn't always so. Travel back to the days when the mighty warrior was just a boy, the quiet and thoughtful son of the Chief of the Hairy Hooligans. Can Hiccup capture a dragon and train it without being torn limb from limb? Join the adventure as the small boy finds a better way to train his dragon and becomes a hero!","[{'author_id': '23894', 'role': ''}]",2014.0,28479329,11,1484561,How to Train Your Dragon,How to Train Your Dragon,,,https://images.gr-assets.com/books/1452179869m/28479329.jpg
eng,3,4.36,"After ten years in print and more than 1 million copies sold, our bestselling holiday classic returns in this special anniversary edition-and it's still value priced at $9.98. Clement C. Moore's American holiday poem comes to life in a splendid volume that's rich with old-fashioned charm. Birmingham's original, full-color artwork, which includes an extraordinary panorama of Santa Claus and his flying reindeer, and charcoal pencil drawings are exciting and evocative. The large-format size is perfect for reading aloud on Christmas Eve.","[{'author_id': '64709', 'role': ''}, {'author_id': '3203', 'role': 'Illustrator'}]",2005.0,7502432,13,3043272,The Night Before Christmas,The Night Before Christmas,1595301054,9781595301055,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,40,4.03,"Nobody outfoxes Fantastic Mr. Fox!
Someone's been stealing from the three meanest farmers around, and they know the identity of the thief--it's Fantastic Mr. Fox! Working alone they could never catch him; but now fat Boggis, squat Bunce, and skinny Bean have joined forces, and they have Mr. Fox and his family surrounded. What they don't know is that they're not dealing with just any fox--Mr. Fox would rather die than surrender. Only the most fantastic plan can save him now.","[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",2013.0,17242192,293,44775,Fantastic Mr. Fox,Fantastic Mr. Fox,0141346442,9780141346441,https://images.gr-assets.com/books/1437903077m/17242192.jpg
eng,38,3.66,"While you might be sweating in the middle of the afternoon, an owl has found a cool hiding place inside a cactus. And while you're filling up on dinner, puffins are swooping down on the ocean by the cliffs to catch fish. It's an amazing world out there-at this very moment.","[{'author_id': '101610', 'role': ''}]",2011.0,10637142,138,15545832,At This Very Moment,At This Very Moment,0525422528,9780525422525,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,1,3.94,"The entire population of Tsavo, Africa's largest game reserve , is threatened by big-game poachers. Hal and Roger capture the poachers using 'dope darts' - but find it reather more difficult to track down their leader, the mysterious Blackbeard.","[{'author_id': '105639', 'role': ''}]",1970.0,13611129,4,3142591,Safari Adventure,Safari Adventure,034013500x,,https://images.gr-assets.com/books/1335010569m/13611129.jpg
en-US,36,3.82,,"[{'author_id': '4995', 'role': ''}, {'author_id': '325581', 'role': 'Illustrator'}]",2008.0,2938892,118,2968318,The Monster Who Ate Darkness,The Monster Who Ate Darkness,0763638595,9780763638597,https://images.gr-assets.com/books/1320441318m/2938892.jpg
en-US,61,4.02,"Meet Rose Wilder, Laura Ingalls Wilder's daughter, and the last of the Little House girls.Going fishing for the first time, starting in a new school, saving the farmhouse from a fire-these are the elements of young Rose Wilder's first year at Rocky Ridge Farm. She has moved there with her parents, Laura and Almanzo, to begin a new life in the Missouri Ozarks. Rose feels out of place as the new girl in her class but gradually gains confidence, and Rocky Ridge truly becomes her home.Little Farm in the Ozarksis the second book in The Rose Years, an ongoing series about another spirited girl from America's most beloved pioneer family.","[{'author_id': '74646', 'role': ''}, {'author_id': '516992', 'role': 'Illustrations'}]",1994.0,853949,8226,839447,"Little Farm in the Ozarks (Little House: The Rocky Ridge Years, #2)","Little Farm in the Ozarks (Little House: The Rocky Ridge Years, #2)",0064405109,9780064405102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,7,4.07,"Raggedy Ann, Beloved Belindy, Uncle Clem and Raggedy Andy sat very, very quiet, their cotton-stuffed bodies tingling as happily as Johnny Cricket's cheery tune, for they had looked through the door into Fairyland.
It's summertime, and Marcella packs up her beloved dolls, Raggedy Ann and Andy and all their friends, for a trip to the seashore. Nighttime is when the dolls come to life, so once Marcella is tucked in bed, Raggedy Ann and the rest of the dolls embark on a series of adventures, including a magical encounter with fairies. They also make friends with a new doll named Squeakie, and a mischievous puppy, Rags, and get lost at sea on a sailboat. Raggedy Ann leads her friends through each exciting adventure with a dose of humor and kindness. In the end it is the dolls' love for one another -- and Marcella's devotion to her dear friends -- that is the true magic in this book.
This very special story collection, a tribute to Johnny Gruelle's daughter, Marcella, has been lovingly restored to delight a new generation of readers. Whimsical illustrations capture the joy and simplicity of Raggedy Ann's world, transporting you to a magical place you will want to visit again and again.","[{'author_id': '13013', 'role': 'Illustrations'}]",1999.0,1077932,58,1064650,Marcella: A Raggedy Ann Story,Marcella: A Raggedy Ann Story,0689828780,9780689828782,https://images.gr-assets.com/books/1375646506m/1077932.jpg
eng,3,3.89,"The citizens of Bumblyburg are no longer showing compassion! They are committing outrageous crimes, giving in to peer-pressure, and the weather is unusually stormy. Something is definitely amiss in the city of Bumblyburg, but who's behind these evil doings? Brain-Twister, and Larryboy is out to stop him. When a tornado rages through town the citizens of Bumblyburg wind up on the receiving end of their own teasing. But how will Larryboy calm this storm and show everyone the importance of being kind? imaginative and innovative products, Zonderkidz is feeding young souls.","[{'author_id': '185875', 'role': ''}]",2003.0,2172528,28,2178181,Larryboy in the Amazing Brain Twister (LarryBoy #7),Larryboy in the Amazing Brain Twister (LarryBoy #7),0310706513,9780310706519,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,6,3.91,"It takes big actions to make big changes. Or does it? In Ripple's Effect, residents of an aquarium learn that sometimes a smile is all it takes to make a world of difference. Awash with charming illustrations, this delightful tale will show children that happiness is a choice they get to make for themselves.","[{'author_id': '4024160', 'role': ''}]",2012.0,16103073,38,21914148,Ripple's Effect,Ripple's Effect,0982993870,,https://images.gr-assets.com/books/1362207442m/16103073.jpg
eng,12,3.72,The Baby-sitters are stalked by someone who is out to get them while at home and on a ski vacation with Kristy's family at Shadow Lake.,"[{'author_id': '21616', 'role': ''}, {'author_id': '133114', 'role': ''}]",1995.0,290496,430,3072158,"Baby-Sitters Beware (Baby-Sitters Club Super Mystery, #2)","Baby-Sitters Beware (Baby-Sitters Club Super Mystery, #2)",0590228714,9780590228718,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,22,3.97,He's one wacky guy! He sees things a little differently from everyone else-backwards!,"[{'author_id': '3206', 'role': ''}]",2001.0,659648,494,1334947,Mr. Topsy-Turvy,Mr. Topsy-Turvy,0843176547,9780843176544,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,12,3.62,"It's raining and Barnaby is bored. Then he has a brilliant idea: he's going to make a den. ""But a monster might move in!"" say Mum and Dad. Barnaby's den is made of cushions and bits of sofa - far too cosy for a monster. But playing by himself isn't much fun and soon Barnaby wishes a monster would move in. BIG MISTAKE! A laugh-out-loud romp from best-selling author, Timothy Knapman (Dinosaurs in the Supermarket and Mungo and the Pirate Book Pirates). This funny picture book celebrates friendship, imagination and play. Children will love the bright and lively illustrations - a book to banish rainy day blues.","[{'author_id': '645491', 'role': ''}, {'author_id': '7960406', 'role': 'Illustrator'}]",2015.0,25010942,65,44682449,A Monster's Moved In!,A Monster's Moved In!,1848690428,9781848690424,https://images.gr-assets.com/books/1426148999m/25010942.jpg
en-GB,127,4.33,"I'm grim and grumpy,"" says Small to Large, ""and I don't think you love me at all."" But nothing could be further from the truth--and Large knows just how to reassure Small.","[{'author_id': '119357', 'role': 'Author/Illustrator'}]",2003.0,727327,780,1703788,No Matter What,No Matter What,0747563314,9780747563310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,29,3.68,"Since it was first published in 1987, the story of thirteen-year-old Brian Robeson's survival following a plane crash has become a modern classic. Stranded in the desolate wilderness, Brian uses his instincts and his hatchet to stay alive for fifty-four harrowing days.
This twentieth-anniversary edition of Hatchetcontains a new introduction and sidebar commentary by Gary Paulsen, written especially for this volume. Drew Willis's detailed pen-and-ink illustrations complement the descriptions in the text and add a new dimension to the book. This handsome edition of the Newbery Honor book will be treasured by Hatchetfans as well as by readers encountering Brian's unforgettable story for the first time.","[{'author_id': '18', 'role': ''}]",2007.0,1170374,163,1158125,Hatchet,Hatchet,1416925082,9781416925088,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
